F1 	 F2 	 numVert1 	 numEdgeIn1 	 numEdgeOut1 	 min,max,ave_silhouette1 	numVert2 	 numEdgeIn2 	 numEdgeOut2 	 min,max,ave_silhouette2 	 numEdgeBetween 	 ave_s1+s2 	 joined_silhouette 	 difference
MZ22515332	MZ22501915	3	1	11	-1.0000	0.9398	0.2719	18	34	23	-1.0000	1.0000	0.3013	9	0.2972	0.4356	0.1384	
MZ22530504	MZ22512500	2	0	19	-1.0000	0.0000	-0.5000	20	171	19	0.0000	0.7045	0.5549	19	0.4590	0.9091	0.4501	
MZ22528502	MZ22508920	2	1	95	0.2090	0.2968	0.2529	18	153	522	0.3666	0.8654	0.5726	20	0.5407	0.5982	0.0575	
MZ22505208	MZ22500582	11	46	111	0.4445	1.0000	0.6284	18	119	111	-0.0241	1.0000	0.5867	111	0.6025	1.0000	0.3975	
MZ22529812	MZ22517451	2	0	1	-1.0000	0.0000	-0.5000	18	127	1	0.7094	1.0000	0.9838	1	0.8355	0.9500	0.1145	
MZ22515019	MZ22500188	17	108	3	0.7492	1.0000	0.9831	22	179	232	-0.7464	0.3149	-0.1731	1	0.3309	0.1302	-0.2007	
MZ22504381	MZ22503218	8	23	205	-0.8754	0.3339	0.1202	15	105	88	0.7714	0.8722	0.8570	15	0.6007	0.3746	-0.2262	
MZ22527054	MZ22512952	3	1	59	-1.0000	0.2829	-0.1954	15	96	54	0.8557	1.0000	0.8690	12	0.6917	0.5884	-0.1032	
MZ22515266	MZ22500923	5	3	29	-0.3411	0.2966	0.0257	29	59	176	-1.0000	1.0000	-0.3203	5	-0.2695	-0.3773	-0.1079	
MZ22530779	MZ22527445	2	1	14	0.1919	0.1930	0.1925	7	21	14	0.0616	0.3281	0.1456	14	0.1560	1.0000	0.8440	
MZ22519720	MZ22503712	6	15	110	0.1746	0.2120	0.1992	18	153	121	-0.2039	0.2926	0.1161	108	0.1369	0.9881	0.8512	
MZ22514715	MZ22514990	8	17	152	-0.6645	0.2819	-0.0089	9	9	102	-0.2674	1.0000	0.3142	20	0.1622	-0.1241	-0.2863	
MZ22517103	MZ22510301	33	9	7	-1.0000	1.0000	0.1112	47	10	27	-1.0000	1.0000	-0.0305	3	0.0279	0.0986	0.0707	
MZ22511198	MZ22514467	3	1	18	0.0000	0.0556	0.0367	6	3	26	-1.0000	0.5510	-0.0177	4	0.0004	-0.1719	-0.1723	
MZ22511417	MZ22521580	2	0	2	-1.0000	0.0000	-0.5000	2	1	2	0.3243	1.0000	0.6621	1	0.0811	0.7080	0.6269	
MZ22509447	MZ22502584	3	1	2	-1.0000	1.0000	0.3213	23	134	63	-0.9503	1.0000	-0.1122	2	-0.0622	0.0266	0.0889	
MZ22527889	MZ22504706	6	15	12	0.9610	0.9765	0.9694	20	162	94	-0.8034	1.0000	0.6338	6	0.7113	0.6486	-0.0627	
MZ22510798	MZ22525398	5	10	105	0.0312	0.0527	0.0403	44	498	194	-0.5517	0.8334	0.6561	10	0.5933	0.4762	-0.1171	
MZ22524543	MZ22521653	16	81	27	0.8085	1.0000	0.8954	17	136	27	0.2914	1.0000	0.9203	27	0.9083	1.0000	0.0917	
MZ22526136	MZ22510496	5	6	12	0.0000	0.9092	0.6957	16	41	12	-0.7367	1.0000	0.3593	4	0.4394	0.3673	-0.0722	
MZ22518678	MZ22524755	16	44	17	-1.0000	1.0000	0.7540	17	125	17	0.8957	1.0000	0.9445	17	0.8522	1.0000	0.1478	
MZ22510450	MZ22502478	5	10	148	-0.0735	0.4073	0.2349	27	264	370	-0.4673	0.5171	0.0682	93	0.0942	0.2196	0.1254	
MZ22529544	MZ22520960	4	0	6	-1.0000	0.0000	-0.5000	10	11	21	-1.0000	1.0000	0.0362	6	-0.1169	0.2435	0.3604	
MZ22502097	MZ22502290	18	153	1	0.9710	1.0000	0.9983	20	149	1	0.9116	1.0000	0.9955	1	0.9969	1.0000	0.0031	
MZ22526125	MZ22510721	12	15	5	0.0000	1.0000	0.8085	20	169	5	0.7648	1.0000	0.9882	5	0.9209	0.9375	0.0166	
MZ22504843	MZ22507941	17	117	7	0.8644	1.0000	0.9920	34	159	20	0.0000	1.0000	0.8982	7	0.9295	0.9383	0.0087	
MZ22526021	MZ22518953	13	64	2	0.9086	1.0000	0.9865	17	136	36	0.9311	0.9314	0.9313	2	0.9552	0.9296	-0.0256	
MZ22528195	MZ22502519	2	0	9	-1.0000	-1.0000	-1.0000	18	47	49	-0.7361	1.0000	0.2217	9	0.0996	0.7638	0.6642	
MZ22521773	MZ22501991	16	105	14	0.3018	1.0000	0.9341	18	153	113	0.1109	0.5845	0.4202	12	0.6621	0.4056	-0.2565	
MZ22528362	MZ22500060	2	1	62	0.2209	0.2268	0.2239	18	153	346	0.0772	0.2713	0.2134	36	0.2145	0.3856	0.1711	
MZ22526669	MZ22526456	12	66	92	0.6325	0.8159	0.6807	13	73	75	-0.5315	1.0000	0.5646	59	0.6203	0.8951	0.2748	
MZ22526602	MZ22510426	12	18	4	0.9446	1.0000	0.9820	19	171	52	0.8757	1.0000	0.9482	4	0.9613	0.9516	-0.0097	
MZ22512144	MZ22526336	8	28	69	0.1971	0.5713	0.3709	14	57	23	-0.8576	1.0000	0.3252	11	0.3419	-0.0827	-0.4246	
MZ22508400	MZ22501557	5	10	41	0.8258	0.9264	0.8667	33	90	41	-0.7387	1.0000	0.4259	41	0.4839	0.8421	0.3582	
MZ22500765	MZ22511381	16	120	17	0.3712	1.0000	0.9607	17	136	17	0.9515	0.9730	0.9648	17	0.9628	1.0000	0.0372	
MZ22528032	MZ22506816	2	1	46	0.0223	0.0703	0.0463	3	3	66	0.0731	0.1069	0.0871	6	0.0708	-0.0472	-0.1181	
MZ22510033	MZ22502705	16	120	16	0.9589	0.9788	0.9706	18	123	16	-0.9281	1.0000	0.8928	16	0.9295	1.0000	0.0705	
MZ22515626	MZ22517165	9	14	182	-1.0000	0.8968	0.2039	10	27	188	-0.1925	0.8023	0.3894	18	0.3016	0.0674	-0.2342	
MZ22523720	MZ22506006	3	3	54	0.1381	0.1488	0.1437	19	153	54	0.0000	0.1514	0.0615	54	0.0727	0.9545	0.8818	
MZ22527441	MZ22525219	3	0	2	-1.0000	0.0000	-0.6666	11	9	2	-1.0000	1.0000	0.4664	2	0.2236	0.7143	0.4907	
MZ22528522	MZ22500028	2	1	70	-0.1214	-0.1059	-0.1137	21	210	336	-0.0120	0.1426	0.1024	42	0.0836	0.0873	0.0037	
MZ22520772	MZ22507264	10	22	58	-1.0000	0.7390	0.1773	20	102	30	-0.3531	1.0000	0.1960	1	0.1898	-0.1216	-0.3114	
MZ22524896	MZ22502674	4	6	96	0.2354	0.4607	0.3892	19	171	171	0.0167	0.3526	0.1825	76	0.2185	0.0922	-0.1263	
MZ22523291	MZ22522977	13	67	49	0.5822	0.8323	0.8071	15	102	51	-0.3886	1.0000	0.7307	37	0.7662	0.9389	0.1727	
MZ22527635	MZ22524334	7	8	8	0.8644	1.0000	0.9299	18	87	8	-0.5671	1.0000	0.8359	8	0.8622	0.9600	0.0978	
MZ22508696	MZ22510136	17	135	396	-0.1713	0.3095	0.0976	19	165	375	0.1281	0.9490	0.4762	99	0.2974	-0.0777	-0.3751	
MZ22530531	MZ22511365	2	0	4	-1.0000	0.0000	-0.5000	17	43	4	-0.1123	1.0000	0.9345	1	0.7836	0.7846	0.0011	
MZ22526531	MZ22510134	3	3	58	0.6131	0.6780	0.6407	18	153	137	0.0316	0.0969	0.0454	52	0.1305	-0.0162	-0.1467	
MZ22518392	MZ22516976	18	153	396	0.3383	0.8038	0.5031	19	171	264	0.6060	1.0000	0.7567	140	0.6334	0.4385	-0.1948	
MZ22525575	MZ22525197	3	3	60	-0.1450	0.1916	0.0793	3	3	60	0.2491	0.2882	0.2680	9	0.1737	-0.1001	-0.2738	
MZ22523913	MZ22504245	14	91	14	0.9728	0.9731	0.9730	17	136	64	0.0831	0.1742	0.1152	14	0.5026	0.2452	-0.2574	
MZ22518579	MZ22515609	13	78	52	0.8128	0.8337	0.8269	19	167	65	-0.2959	1.0000	0.7245	52	0.7661	0.9562	0.1901	
MZ22525846	MZ22508211	12	66	189	0.1694	0.7101	0.5323	15	35	104	-1.0000	1.0000	0.2427	60	0.3715	0.4156	0.0441	
MZ22506425	MZ22506833	13	34	5	-1.0000	1.0000	0.8313	18	66	25	-1.0000	1.0000	0.0363	5	0.3697	0.2796	-0.0901	
